word,pronunciation
agora,ˈægərə
agoraphobia,əˌgɔrəˈfoʊbiə
agrarian,əˈgrɛriən
agree,əˈgri
agreeable,əˈgriəbəl
agreed,əˈgrid
agreeing,əˈgriɪŋ
agreement,əˈgrimənt
agreements,əˈgrimənts
agrees,əˈgriz
agribusiness,ˈægrəˌbɪznəs
agricultural,ˌægrɪˈkəlʧərəl
agriculturalist,ˌægrɪˈkəlʧərələst
agriculturally,ˌægrɪˈkəlʧərəli
agriculture,ˈægrɪˌkəlʧər
agrochemical,ˌægroʊˈkɛmɪkəl
agrochemicals,ˌægroʊˈkɛmɪkəlz
agronomist,əˈgrɑnəmɪst
agronomists,əˈgrɑnəmɪsts
aground,əˈgraʊnd
ah,ɑ
aha,ˌɑˈhɑ
ahead,əˈhɛd
ahoy,əˈhɔɪ
aid,eɪd
aide,eɪd
aided,ˈeɪdɪd
aides,eɪdz
aiding,ˈeɪdɪŋ
aids,eɪdz
ail,eɪl
aileron,ˈeɪlərˌɑn
ailerons,ˈeɪlərˌɑnz
ailing,ˈeɪlɪŋ
ailment,ˈeɪlmənt
ailments,ˈeɪlmənts
ails,eɪlz
aim,eɪm
aimed,eɪmd
aiming,ˈeɪmɪŋ
aimless,ˈeɪmləs
aimlessly,ˈeɪmləsli
aims,eɪmz
air,ɛr
airbase,ˈɛrˌbeɪs
airborne,ˈɛrˌbɔrn
airbus,ˈɛrbəs
airconditioned,ˈɛrkənˌdɪʃənd
airconditioner,ˈɛrkənˌdɪʃənər
airconditioning,ˈɛrkənˌdɪʃənɪŋ
aircraft,ˈɛrˌkræft
aircrew,ˈɛrˌkru
aired,ɛrd
airfield,ˈɛrˌfild
airfields,ˈɛrˌfildz
airflow,ˈɛrfloʊ
airforce,ˈɛrfɔrs
airframe,ˈɛrˌfreɪm
airframes,ˈɛrˌfreɪmz
airing,ˈɛrɪŋ
airless,ˈɛrləs
airlift,ˈɛˌrlɪft
airlifted,ˈɛˌrlɪftɪd
airlifting,ˈɛˌrlɪftɪŋ
airlifts,ˈɛˌrlɪfts
airline,ˈɛˌrlaɪn
airliner,ˈɛˌrlaɪnər
airliners,ˈɛˌrlaɪnərz
airlines,ˈɛˌrlaɪnz
airlock,ˈɛˌrlɔk
airlocks,ˈɛˌrlɔks
airmail,ˈɛrˌmeɪl
airman,ˈɛrmən
airmen,ˈɛrˌmɛn
airplane,ˈɛrˌpleɪn
airport,ˈɛrˌpɔrt
airports,ˈɛrˌpɔrts
airs,ɛrz
airship,ˈɛrˌʃɪp
airships,ˈɛrˌʃɪps
airspace,ˈɛrˌspeɪs
airstrip,ˈɛrˌstrɪp
airstrips,ˈɛrˌstrɪps
airtight,ˈɛrˌtaɪt
airtime,ˈɛrˌtaɪm
airwave,ˈɛrˌweɪv
airwaves,ˈɛrˌweɪvz
airway,ˈɛrˌweɪ
airways,ˈɛrˌweɪz
airworthiness,ˈɛrˌwərðinəs
airworthy,ˈɛrˌwərði
airy,ˈɛri
aisle,aɪəl
aisles,aɪəlz
ajar,əˈʤɑr
akimbo,əˈkɪmˌboʊ
akin,ˈeɪkɪn
ala,ˈælə
alabama,ˌæləˈbæmə
alabaster,ˈæləˌbæstər
alacrity,əˈlækrəti
aladdin,æˈlædɪn
alarm,əˈlɑrm
alarmed,əˈlɑrmd
alarming,əˈlɑrmɪŋ
alarmingly,əˈlɑrmɪŋli
alarmist,əˈlɑrmɪst
alarms,əˈlɑrmz
alas,əˈlæs
alaska,əˈlæskə
alaskan,əˈlæskən
albania,ælˈbeɪniə
albany,ˈɔlbəni
albatross,ˈælbəˌtrɑs
albatrosses,ˈælbəˌtrɑsɪz
albeit,ɔlˈbiɪt
albino,ælˈbaɪˌnoʊ
album,ˈælbəm
albumin,ælˈbjumən
albums,ˈælbəmz
alchemist,ˈælkɛˌmɪst
alchemy,ˈælkəmi
alcohol,ˈælkəˌhɑl
alcoholic,ˌælkəˈhɑlɪk
alcoholics,ˌælkəˈhɑlɪks
alcoholism,ˈælkəˌhɔˌlɪzəm
alcove,ˈælˌkoʊv
alcoves,ˈælˌkoʊvz
alder,ˈɔldər
alderman,ˈɔldərmən
aldermen,ˈɔldərmɪn
aldrin,ˈɔldrɪn
ale,eɪl
alehouse,ˈeɪˌlhaʊs
alert,əˈlərt
alerted,əˈlərtɪd
alerting,əˈlərtɪŋ
alertly,əˈlərtli
alertness,əˈlərtnəs
alerts,əˈlərts
ales,eɪlz
alfalfa,ˌælˈfælfə
algae,ˈælʤi
algal,ˈælgəl
algebra,ˈælʤəbrə
algebraic,ˌælʤəˈbreɪɪk
algebraically,ˌælʤəˈbreɪɪkli
algeria,æˈlʤɪriə
algerian,æˈlʤɪriən
algiers,æˈlʤɪrz
algorithm,ˈælgərˌɪðəm
algorithms,ˈælgərˌɪðəmz
alias,ˈeɪliəs
aliases,ˈeɪliəsɪz
alibi,ˈæləˌbaɪ
alibis,ˈæləˌbaɪz
alien,ˈeɪliən
alienate,ˈeɪljəˌneɪt
alienated,ˈeɪliəˌneɪtɪd
alienates,ˈeɪliəˌneɪts
alienating,ˈeɪliəˌneɪtɪŋ
alienation,ˌeɪliəˈneɪʃən
aliens,ˈeɪliənz
alight,əˈlaɪt
align,əˈlaɪn
aligned,əˈlaɪnd
aligning,əˈlaɪnɪŋ
alignment,əˈlaɪnmənt
alignments,əˈlaɪnmənts
aligns,əˈlaɪnz
alike,əˈlaɪk
alimentary,ˌæləˈmɛntəri
alimony,ˈæləˌmoʊni
aline,əˈlaɪn
alines,əˈlaɪnz
alive,əˈlaɪv
alkali,ˈælkəˌlaɪ
alkaline,ˈælkəˌlaɪn
alkalinity,ˌælkəˈlɪnəti
alkaloid,ˈælkəˌlɔɪd
alkaloids,ˈælkəˌlɔɪdz
alkanes,ˈælˌkeɪnz
all,ɔl
allay,əˈleɪ
allayed,əˈleɪd
allaying,əˈleɪɪŋ
allays,əˈleɪz
allegation,ˌæləˈgeɪʃən
allegations,ˌæləˈgeɪʃənz
allege,əˈlɛʤ
alleged,əˈlɛʤd
allegedly,əˈlɛʤədli
alleges,əˈlɛʤɪz
allegiance,əˈliʤəns
allegiances,əˈliʤənsɪz
alleging,əˈlɛʤɪŋ
allegorical,ˌæləˈgɔrɪkəl
allegories,ˈæləˌgɔriz
allegory,ˈæləˌgɔri
allegro,əˈlɛˌgroʊ
allele,əˈlɛli
alleles,əˈlɛliz
allelic,əˈlɛlɪk
allergen,ˈælərʤən
allergens,ˈælərʤənz
allergic,əˈlərʤɪk
allergies,ˈælərʤiz
allergy,ˈælərʤi
alleviate,əˈliviˌeɪt
alleviated,əˈliviˌeɪtɪd
alleviates,əˈlivieɪts
alleviating,əˈliviˌeɪtɪŋ
alleviation,əˌliviˈeɪʃən
alley,ˈæli
alleys,ˈæliz
alleyway,ˈæliˌweɪ
alleyways,ˈæliˌweɪz
alliance,əˈlaɪəns
alliances,əˈlaɪənsɪz
allied,ˈæˌlaɪd
allies,ˈælaɪz
alligator,ˈæləˌgeɪtər
alligators,ˈæləˌgeɪtərz
alliteration,əˈlɪtərˌeɪʃən
alliterative,əˈlɪtərˌeɪtɪv
allocate,ˈæləˌkeɪt
allocated,ˈæləˌkeɪtɪd
allocates,ˈæləˌkeɪts
allocating,ˈæləˌkeɪtɪŋ
allocation,ˌæləˈkeɪʃən
allocations,ˌæləˈkeɪʃənz
allocator,ˈæləˌkeɪtər
allocators,ˈæləˌkeɪtərz
allophones,ˈæləˌfoʊnz
allot,əˈlɑt
allotment,əˈlɑtmənt
allotments,əˈlɑtmənts
allotrope,ˈæləˌtroʊp
allots,əˈlɑts
allotted,əˈlɑtɪd
allotting,əˈlɑtɪŋ
allow,əˈlaʊ
allowable,əˈlaʊəbəl
allowance,əˈlaʊəns
allowances,əˈlaʊənsɪz
allowed,əˈlaʊd
allowing,əˈlaʊɪŋ
allows,əˈlaʊz
alloy,ˈæˌlɔɪ
alloys,ˈæˌlɔɪz
allude,əˈlud
alluded,əˈludəd
alludes,əˈludz
alluding,əˈludɪŋ
allure,əˈlʊr
allured,əˈlʊrd
alluring,əˈlʊrɪŋ
allusion,əˈluʒən
allusions,əˈluʒənz
allusive,əˈlusɪv
alluvial,ˌæˈluviəl
alluvium,ˌæˈluviəm
ally,ˈælaɪ
allying,ˈælaɪɪŋ
almanac,ˈɑlməˌnæk
almighty,ɔlˈmaɪti
almond,ˈɑmənd
almonds,ˈɑlməndz
almost,ˈɔlˌmoʊst
alms,ɑmz
aloe,ˈæˌloʊ
aloft,əˈlɔft
aloha,əˈloʊhɑ
alone,əˈloʊn
along,əˈlɔŋ
alongside,əˈlɔŋˈsaɪd
aloof,əˈluf
aloofness,əˈlufnəs
aloud,əˈlaʊd
alpaca,ælˈpækə
alpha,ˈælfə
alphabet,ˈælfəˌbɛt
alphabetic,ˌælfəˈbɛtɪk
alphabetical,ˌælfəˈbɛtɪkəl
alphabetically,ˌælfəˈbɛtɪkli
alphanumeric,ˌælfənuˈmɛrɪk
alpine,ˈælˌpaɪn
alps,ælps
already,ɔˈrɛdi
alright,ˌɔˈlraɪt
also,ˈɔlsoʊ
alt,ɑlt
altar,ˈɔltər
altarpiece,ˈɔltərˌpis
altars,ˈɔltərz
alter,ˈɔltər
alteration,ˌɔltərˈeɪʃən
alterations,ˌɔltərˈeɪʃənz
altercation,ˌɑltərˈkeɪʃən
altercations,ˌɑltərˈkeɪʃənz
altered,ˈɔltərd
altering,ˈɔltərɪŋ
alternate,ˈɔltərˌneɪt
alternated,ˈɔltərˌneɪtəd
alternately,ˈɔltərnətli
alternates,ˈɔltərˌneɪts
alternating,ˈɔltərˌneɪtɪŋ
alternation,ˈɔltərˌneɪʃən
alternative,ɔlˈtərnətɪv
alternatively,ɔlˈtərnətɪvli
alternatives,ɔlˈtərnətɪvz
alternator,ˈɔltərˌneɪtər
alters,ˈɔltərz
although,ˌɔlˈðoʊ
altimeter,ælˈtɪmətər
altimeters,ælˈtɪmətərz
altitude,ˈæltəˌtud
altitudes,ˈæltɪˌtudz
alto,ˈæltoʊ
altogether,ˌɔltəˈgɛðər
altruism,ˈæltruˌɪzəm
altruistic,ˌɔltruˈɪstɪk
alum,ˈæləm
aluminium,ˌæˈljumɪnəm
aluminum,əˈlumənəm
alumni,əˈləmˌnaɪ
alumnus,əˈləmnəs
alveolar,ælˈviələr
alveoli,ælˈviəˌlaɪ
always,ˈɔlˌweɪz
am,æm
amalgam,əˈmælgəm
amalgamate,əˈmælgəˌmeɪt
amalgamated,əˈmælgəˌmeɪtɪd
amalgamates,əˈmælgəˌmeɪts
amalgamating,əˈmælgəˌmeɪtɪŋ
amalgamation,əˌmælgəˈmeɪʃən
amalgams,əˈmælgəmz
amass,əˈmæs
amassed,əˈmæst
amasses,əˈmæsɪz
amassing,əˈmæsɪŋ
amateur,ˈæməˌʧər
amateurish,ˈæməˌʧərɪʃ
amateurism,ˈæməˌʧərɪzəm
amateurs,ˈæməˌʧərz
amaze,əˈmeɪz
amazed,əˈmeɪzd
amazement,əˈmeɪzmənt
amazes,əˈmeɪzɪz
amazing,əˈmeɪzɪŋ
amazingly,əˈmeɪzɪŋli
amazon,ˈæməˌzɑn
amazons,ˈæməˌzɑnz
ambassador,æmˈbæsədər
ambassadorial,æmˌbæsəˈdɔriəl
ambassadors,æmˈbæsədərz
amber,ˈæmbər
ambergris,ˈæmbərgrɪs
ambiance,ˈæmbiəns
ambidextrous,ˌæmbɪˈdɛkstrəs
ambience,ˈæmbiəns
ambient,ˈæmbiənt
ambiguities,æmbəˈgjuətiz
ambiguity,ˌæmbɪˈgjuəti
ambiguous,æmˈbɪgjuəs
ambition,æmˈbɪʃən
ambitions,æmˈbɪʃənz
ambitious,æmˈbɪʃəs
ambitiously,æmˈbɪʃəsli
ambivalence,æmˈbɪvələns
ambivalent,æmˈbɪvələnt
amble,ˈæmbəl
ambled,ˈæmbəld
ambler,ˈæmblər
ambles,ˈæmbəlz
ambling,ˈæmbəlɪŋ
ambrosia,æmˈbroʊʒə
ambulance,ˈæmbjələns
ambulances,ˈæmbjələnsɪz
ambulatory,ˈæmbjələˌtɔri
ambush,ˈæmˌbʊʃ
ambushed,ˈæmˌbʊʃt
ambushes,ˈæmbʊʃɪz
ambushing,ˈæmˌbʊʃɪŋ
ameliorate,əˈmiljərˌeɪt
ameliorated,əˈmiljərˌeɪtɪd
amelioration,əˌmiljərˈeɪʃən
amen,ɑˈmɛn
amenable,əˈmɛnəbəl
amend,əˈmɛnd
amendable,əˈmɛndəbəl
amended,əˈmɛndɪd
amending,əˈmɛndɪŋ
amendment,əˈmɛndmənt
amendments,əˈmɛndmənts
amends,əˈmɛndz
amenities,əˈmɛnətiz
amenity,əˈmɛnəti
america,əˈmɛrɪkə
american,əˈmɛrɪkən
americans,əˈmɛrɪkənz
amethyst,ˈæmɪθɪst
amiability,ˌeɪmiəˈbɪləti
amiable,ˈeɪmiəbəl
amiably,ˈeɪmiəbli
amicable,ˈæmɪkəbəl
amicably,ˈæmɪkəbli
amid,əˈmɪd
amidships,əˈmɪdʃɪps
amidst,əˈmɪdst
amigo,əˈmiˌgoʊ
amino,əˈminoʊ
amir,əˈmɪr
amiss,əˈmɪs
amity,ˈæmɪti
amman,ˈæmən
ammeter,ˈæˌmitər
ammeters,ˈæˌmitərz
ammo,ˈæˌmoʊ
ammonia,əˈmoʊnjə
ammonites,ˈæməˌnaɪts
ammonium,əˈmoʊniəm
ammunition,ˌæmjəˈnɪʃən
amnesia,æmˈniʒə
amnesiac,æmˈniziˌæk
amnesties,ˈæmnəstiz
amnesty,ˈæmnəsti
amniotic,ˈæmniɔtɪk
amoeba,əˈmibə
amoebic,əˈmibɪk
amok,əˈmək
among,əˈməŋ
amongst,əˈməŋst
amoral,eɪˈmɔrəl
amorist,ˈæmərəst
amorous,ˈæmərəs
amorphous,əˈmɔrfəs
amount,əˈmaʊnt
amounted,əˈmaʊnɪd
amounting,əˈmaʊnɪŋ
amounts,əˈmaʊnts
amour,ˌɑˈmur
amp,æmp
ampere,ˈæmˌpər
amperes,ˈæmˌpərz
ampersand,ˈæmpərˌsænd
amphetamine,æmˈfɛtəˌmin
amphetamines,æmˈfɛtəˌminz
amphibian,æmˈfɪbiən
amphibians,æmˈfɪbiənz
amphibious,æmˈfɪbiəs
amphitheatre,ˈæmfəθiˈeɪtər
amphora,ˈæmfərə
ample,ˈæmpəl
amplification,ˌæmpləfəˈkeɪʃən
amplifications,ˌæmpləfəˈkeɪʃənz
amplified,ˈæmpləˌfaɪd
amplifier,ˈæmpləˌfaɪər
amplifiers,ˈæmpləˌfaɪərz
amplifies,ˈæmpləˌfaɪz
amplify,ˈæmpləˌfaɪ
amplifying,ˈæmpləˌfaɪɪŋ
amplitude,ˈæmpləˌtud
amply,ˈæmpli
amputate,ˈæmpjəˌteɪt
amputated,ˈæmpjəˌteɪtɪd
amputation,ˌæmpjəˈteɪʃən
amputations,ˌæmpjuˈteɪʃənz
amputee,ˈæmpjəˈti
amputees,ˈæmpjəˈtiz
amuck,əˈmək
amulet,ˈæmjələt
amulets,ˈæmjələts
amuse,əmˈjuz
amused,əmˈjuzd
amusement,əmˈjuzmənt
amusements,əmˈjuzmənts
amuses,əmˈjuzɪz
amusing,əmˈjuzɪŋ
amusingly,əmˈjuzɪŋli
an,ən
ana,ˈɑnə
anabolic,ˌænəˈbɑlɪk
anachronism,əˈnækrəˌnɪzəm
anachronisms,əˈnækrəˌnɪzəmz
anachronistic,əˌnækrəˈnɪstɪk
anaconda,ˌænəˈkɑndə
anaerobic,ˌænərˈoʊbɪk
anaesthesia,ˌænɪsˈθiˌʒiə
anaesthetic,ˌænəsˈθɛtɪk
anaesthetics,ˌænəsˈθɛtɪks
anaesthetist,əˈnɛsθɛtɪst
anagram,ˈænəˌgræm
anal,ˈeɪnəl
analgesic,ˌænəˈlʤisɪk
analgesics,ˌænəˈlʤizɪks
analogies,əˈnæləʤiz
analogous,əˈnæləgəs
analogue,ˈænəˌlɔg
analogy,əˈnæləʤi
analyses,æˈnælɪˌsiz
analysis,æˈnælɪsɪs
analyst,ˈænəlɪst
analysts,ˈænəlɪsts
analytic,ˌænəˈlɪtɪk
analytical,ˌænəˈlɪtɪkəl
analytically,ˌænəˈlɪtɪkli
anaphora,əˈnæfərə
anarchic,æˈnɑrkɪk
anarchical,æˈnɑrkɪkəl
anarchist,ˈænərˌkɪst
anarchists,ˈænərˌkɪsts
anarchy,ˈænərˌki
anathema,əˈnæθəmə
anatomical,ˌænəˈtɑmɪkəl
anatomically,ˌænəˈtɑməkli
anatomist,əˈnætəmɪst
anatomy,əˈnætəmi
ancestor,ˈænˌsɛstər
ancestors,ˈænˌsɛstərz
ancestral,ænˈsɛstrəl
ancestry,ˈænsɛstri
anchor,ˈæŋkər
anchorage,ˈæŋkərɪʤ
anchored,ˈæŋkərd
anchoring,ˈæŋkərɪŋ
anchors,ˈæŋkərz
anchovies,ˈænˌʧoʊviz
anchovy,ˈænˌʧoʊvi
ancient,ˈeɪnʧənt
ancients,ˈeɪnʧənts
ancillary,ˈænsəˌlɛri
and,ənd
andante,ɑnˈdɑnteɪ
andes,ˈændiz
andrew,ˈændru
androgynous,ænˈdrɔʤənəs
android,ˈænˌdrɔɪd
androids,ˈænˌdrɔɪdz
anecdotal,ˌænɪkˈdoʊtəl
anecdotally,ˌænɪkˈdoʊtəli
anecdote,ˈænɪkˌdoʊt
anecdotes,ˈænɪkˌdoʊts
anemia,əˈnimiə
anemic,əˈnimɪk
anemone,ˈænɪˌmoʊn
anew,əˈnu
angel,ˈeɪnʤəl
angelic,ˌænˈʤɛlɪk
angelica,ˈænʤəˌlikə
angels,ˈeɪnʤəlz
anger,ˈæŋgər
angered,ˈæŋgərd
angering,ˈæŋgərɪŋ
angers,ˈæŋgərz
angina,ænˈʤaɪnə
angioplasty,ˌænˌʤiəˈplæsti
angle,ˈæŋgəl
angled,ˈæŋgəld
angler,ˈæŋglər
anglers,ˈæŋglərz
angles,ˈæŋgəlz
anglican,ˈæŋglɪkən
angling,ˈæŋglɪŋ
angola,æŋˈgoʊlə
angolan,ˈæŋgoʊlən
angolans,ˈæŋgoʊlənz
angora,æŋˈgɔrə
angoras,æŋˈgɔrəz
angrier,ˈæŋgriər
angriest,ˈæŋgriəst
angrily,ˈæŋgrəli
angry,ˈæŋgri
angst,ɑŋkst
angstroms,ˈæŋstrəmz
anguish,ˈæŋgwɪʃ
anguished,ˈæŋgwɪʃt
angular,ˈæŋgjələr
aniline,ˈænəˌlin
animal,ˈænəməl
animals,ˈænəməlz
animate,ˈænəˌmeɪt
animated,ˈænəˌmeɪtɪd
animates,ˈænəˌmeɪts
animation,ˌænəˈmeɪʃən
animations,ˌænəˈmeɪʃənz
animator,ˈænəˌmeɪtər
animators,ˈænəˌmeɪtərz
animism,ˈænəˌmɪzəm
animist,ˈænəməst
animists,ˈænəməsts
animosities,ˌænəˈmɑsətiz
animosity,ˌænəˈmɑsəti
animus,ˈænɪməs
anise,ˈænəs
aniseed,ˈænəˌsid
ankara,ˈæŋkərə
ankle,ˈæŋkəl
ankles,ˈæŋkəlz
anklet,ˈæŋklɪt
anklets,ˈæŋkləts
anna,ˈænə
annal,ˈænəl
annals,ˈænəlz
anneal,əˈnil
annealing,əˈnilɪŋ
annex,ˈæˌnɛks
annexation,ˌænɛkˈseɪʃən
annexed,ˈænɛkst
annexes,ˈæˌnɛksɪz
annexing,əˈnɛksɪŋ
annihilate,əˈnaɪəˌleɪt
annihilated,əˈnaɪəˌleɪtɪd
annihilating,əˈnaɪəˌleɪtɪŋ
annihilation,əˌnaɪəˈleɪʃən
anniversaries,ˌænəˈvərsəriz
anniversary,ˌænəˈvərsəri
annotate,ˈænəˌteɪt
annotated,ˌænəˈteɪtɪd
annotates,ˌænəˈteɪts
annotating,ˌænəˈteɪtɪŋ
annotation,ˌænəˈteɪʃən
annotations,ˌænəˈteɪʃənz
announce,əˈnaʊns
announced,əˈnaʊnst
announcement,əˈnaʊnsmɛnt
announcements,əˈnaʊnsmɛnts
announcer,əˈnaʊnsər
announcers,əˈnaʊnsərz
announces,əˈnaʊnsɪz
announcing,əˈnaʊnsɪŋ
annoy,əˈnɔɪ
annoyance,əˈnɔɪəns
annoyances,əˈnɔɪənsɪz
annoyed,əˈnɔɪd
annoying,əˈnɔɪɪŋ
annoys,əˈnɔɪz
annual,ˈænjuəl
annually,ˈænjuəli
annuals,ˈænuəlz
annuities,əˈnuɪtiz
annuity,əˈnuɪti
annul,ˈænəl
annular,ˈænjələr
annulled,ˈænəld
annulment,ˈænəlmənt
anode,ˈæˌnoʊd
anodes,ˈæˌnoʊdz
anoint,əˈnɔɪnt
anointed,əˈnɔɪntɪd
anomalies,əˈnɑməliz
anomalous,əˈnɑmələs
anomaly,əˈnɑməli
anonymity,ˌænəˈnɪmɪti
anonymous,əˈnɑnəməs
anonymously,əˈnɑnəməsli
anorak,ˈænərˌæk
anorexia,ˌænərˈɛksiə
anorexic,ˌænərˈɛksɪk
another,əˈnəðər
answer,ˈænsər
answerable,ˈænsərəbəl
answered,ˈænsərd
answering,ˈænsərɪŋ
answers,ˈænsərz
ant,ænt
antacid,ænˈtæsəd
antacids,ænˈtæsədz
antagonism,ænˈtægəˌnɪzəm
antagonisms,ænˈtægəˌnɪzəmz
antagonist,ænˈtægənəst
antagonistic,ænˌtægəˈnɪstɪk
antagonists,ænˈtægənəsts
ante,ˈænti
anteater,ˈænˌtitər
anteaters,ˈænˌtitərz
antecedent,ˌænˈtɛsədənt
antecedents,ˌænˈtɛsədənts
antelope,ˈæntəˌloʊp
antenna,ænˈtɛnə
antennae,ænˈtɛni
antennas,ænˈtɛnəz
anterior,ænˈtɪriər
anthem,ˈænθəm
anthems,ˈænθəmz
anthologies,ænˈθɔləʤiz
anthology,ænˈθɔləˌʤi
anthracite,ˈænθrəˌsaɪt
anthrax,ˈænθræks
anthropocentric,ˌænθrəpəˈsɛntrɪk
anthropogenic,ˌænθrəpəˈʤɛnɪk
anthropological,ˌænθrəpəˈlɑʤəkəl
anthropologist,ˌænθrəˈpɑləʤɪst
anthropologists,ˌænθrəˈpɑləʤɪsts
anthropology,ˌænθrəˈpɑləʤi
anthropomorphic,ˌænθrəpəˈmɔrfɪk
anthropomorphism,ˌænθrəpəˈmɔrfɪzəm
anti,ˈænˌti
antiaircraft,ˌæntaɪˈɛrˌkræft
antibiotic,ˌæntibaɪˈɑtɪk
antibiotics,ˌæntibaɪˈɑtɪks
antibodies,ˈænɪˌbɑdiz
antibody,ˈæntɪˌbɑdi
antic,ˈæntɪk
anticipate,ænˈtɪsəˌpeɪt
anticipated,ænˈtɪsəˌpeɪtɪd
anticipates,ænˈtɪsəˌpeɪts
anticipating,ænˈtɪsəˌpeɪtɪŋ
anticipation,ænˌtɪsəˈpeɪʃən
anticipations,ænˌtɪsəˈpeɪʃənz
anticipatory,ænˈtɪsəpəˌtɔri
antics,ˈæntɪks
anticyclone,ˌæntiˈsaɪˌkloʊn
antidepressant,ˌæntidɪˈprɛsənt
antidepressants,ˌænˌtidɪˈprɛsənts
antidote,ˈænɪˌdoʊt
antifreeze,ˈæntiˌfriz
antigen,ˈæntəʤən
antigens,ˈæntɪʤənz
antihistamines,ˌæntiˈhɪstəmənz
antimatter,ætaɪˈmætər
antioxidants,ˌæntiˈɑksədənts
antipathies,ænˈtɪpəθiz
antipathy,ænˈtɪpəθi
antiquated,ˈæntəkˌweɪtɪd
antique,ænˈtik
antiques,ænˈtiks
antiquities,ænˈtɪkwətiz
antiquity,ænˈtɪkwəti
antiseptic,ˌæntəˈsɛptɪk
antisocial,ˌæntɪˈsoʊʃəl
antithesis,ænˈtɪθəsəs
antithetical,ˌæntəˈθɛtɪkəl
antitrust,ˌæntaɪˈtrəst
antiviral,ˌæntiˈvaɪrəl
antler,ˈæntlər
antlers,ˈæntlərz
ants,ænts
antwerp,ˈæntwərp
anus,ˈeɪnəs
anvil,ˈænvəl
anxieties,æŋˈzaɪətiz
anxiety,æŋˈzaɪəti
anxious,ˈæŋʃəs
anxiously,ˈæŋkʃəsli
any,ˈɛni
anybody,ˈɛnibədi
anyhow,ˈɛniˌhaʊ
anymore,ˌɛniˈmɔr
anyone,ˈɛniˌwən
anyplace,ˈɛniˌpleɪs
anything,ˈɛniˌθɪŋ
anyway,ˈɛniˌweɪ
anyways,ˈɛniˌweɪz
anywhere,ˈɛniˌwɛr
aorta,eɪˈɔrtə
aortic,eɪˈɔrtɪk
apace,əˈpeɪs
apache,əˈpæʧi
apaches,əˈpæʧiz
apart,əˈpɑrt
apartment,əˈpɑrtmənt
apartments,əˈpɑrtmənts
apathetic,ˌæpəˈθɛtɪk
apathy,ˈæpəθi
ape,eɪp
aperitif,əˌpɛrəˈtif
aperture,ˈæpərʧər
apes,eɪps
apex,ˈeɪˌpɛks
aphasia,əˈfeɪʒə
aphid,ˈæfɪd
aphids,ˈæfɪdz
aphorism,ˈæfərˌɪzəm
aphorisms,ˈæfərˌɪzəmz
aphrodisiac,ˌæfroʊˈdiziæk
apiece,əˈpis
aping,ˈeɪpɪŋ
aplenty,əˈplɛnti
aplomb,əˈplɑm
apnea,ˈæpniə
apocalypse,əˈpɑkəˌlɪps
apocalyptic,əˌpɑkəˈlɪptɪk
apocryphal,əˈpɑkrəfəl
apogee,ˈæpəˌʤi
apolitical,ˌeɪpəˈlɪtɪkəl
apollo,əˈpɑloʊ
apologetic,əˌpɑləˈʤɛtɪk
apologetically,əˌpɑləˈʤɛtɪˌkli
apologies,əˈpɑləˌʤiz
apologise,əˈpɑləˌʤaɪz
apologised,əˈpɑləˌʤaɪzd
apologises,əˈpɑləˌʤaɪzɪz
apologising,əˈpɑləˌʤaɪzɪŋ
apologist,əˈpɑləʤɪst
apologists,əˈpɑləʤɪsts
apology,əˈpɑləˌʤi
apoplectic,ˌæpəˈplɛktɪk
apoplexy,ˈæpəˌplɛksi
apostate,əˈpɔsteɪt
apostle,əˈpɔsəl
apostles,əˈpɔsəlz
apostolic,ˌæpɔˈstɔlɪk
apostrophe,əˈpɑstrəˌfi
apostrophes,əˈpɑstrəˌfiz
apothecary,əˈpɑθəˌkɛri
apotheosis,əˌpɑθiˈoʊsəs
appalled,əˈpɔld
appalling,əˈpɔlɪŋ
appallingly,əˈpɔlɪŋli
apparatchik,ˌæpərˈæʧɪk
apparatchiks,ˌæpərˈæʧɪks
apparatus,ˌæpərˈætəs
apparatuses,ˌæpərˈætəsəz
apparel,əˈpærəl
apparent,əˈpɛrənt
apparently,əˈpɛrəntli
apparition,ˌæpərˈɪʃən
apparitions,ˌæpərˈɪʃənz
appeal,əˈpil
appealed,əˈpild
appealing,əˈpilɪŋ
appealingly,əˈpilɪŋli
appeals,əˈpilz
appear,əˈpɪr
appearance,əˈpɪrəns
appearances,əˈpɪrənsəz
appeared,əˈpɪrd
appearing,əˈpɪrɪŋ
appears,əˈpɪrz
appease,əˈpiz
appeased,əˈpizd
appeasement,əˈpizmənt
appeasing,əˈpizɪŋ
appellate,əˈpɛˌleɪt
appellation,ˌæpəˈleɪʃən
appellations,ˌæpəˈleɪʃənz
append,əˈpɛnd
appendage,əˈpɛndɪʤ
appendages,əˈpɛndɪʤɪz
appended,əˈpɛndɪd
appendicitis,əˌpɛnˌdɪˈsaɪtɪz
appendix,əˈpɛndɪks
appetite,ˈæpəˌtaɪt
appetites,ˈæpəˌtaɪts
applaud,əˈplɔd
applauded,əˈplɔdɪd
applauding,əˈplɔdɪŋ
applauds,əˈplɔdz
applause,əˈplɔz
apple,ˈæpəl
apples,ˈæpəlz
applet,ˈæplət
appliance,əˈplaɪəns
appliances,əˈplaɪənsɪz
applicability,ˌæpləkəˈbɪləti
applicable,ˈæpləkəbəl
applicant,ˈæplɪkənt
applicants,ˈæplɪkənts
